Species,dnds,Gene,Mutualist,Pair,Transition
Sinorhizobium_M4_45,0.0371777,OG0004983,F,a,loss
Microvirga_vignae,0.0103557,OG0004983,M,d,gain
Microvirga_subterranea,0.0202971,OG0004983,F,d,gain
Mesorhizobium_temperatum,6.91473e-4,OG0004983,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0004983,M,a,loss
Rhizobium_gallicum,0.0599198,OG0004985,M,f,loss
Mesorhizobium_temperatum,999,OG0004985,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0004985,M,a,loss
Sinorhizobium_M4_45,0.0610927,OG0004985,F,a,loss
Microvirga_vignae,0.00191823,OG0004985,M,d,gain
Bradyrhizobium_icense,0.0360064,OG0004987,M,b,loss
Mesorhizobium_temperatum,0.0442613,OG0004987,M,e,loss
Sinorhizobium_meliloti,137.394,OG0004987,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0004987,F,a,loss
Microvirga_vignae,0.004119,OG0004987,M,d,gain
Sinorhizobium_M4_45,0.0866113,OG0004988,F,a,loss
Sinorhizobium_meliloti,4.76329,OG0004988,M,a,loss
Rhizobium_gallicum,0.0535725,OG0004988,M,f,loss
Microvirga_subterranea,0.105391,OG0004988,F,d,gain
Microvirga_vignae,0.0304786,OG0004988,M,d,gain
Sinorhizobium_M4_45,38.9659,OG0004989,F,a,loss
Sinorhizobium_meliloti,0.0550405,OG0004989,M,a,loss
Microvirga_vignae,0.129461,OG0004989,M,d,gain
Microvirga_subterranea,0.0938852,OG0004989,F,d,gain
Mesorhizobium_temperatum,0.0782479,OG0004989,M,e,loss
Sinorhizobium_meliloti,1.61161,OG0004990,M,a,loss
Sinorhizobium_M4_45,15.9279,OG0004990,F,a,loss
Bradyrhizobium_icense,0.0069076,OG0004990,M,b,loss
Mesorhizobium_temperatum,0.104471,OG0004990,M,e,loss
Microvirga_vignae,0.0034778,OG0004990,M,d,gain
Microvirga_vignae,0.140859,OG0004991,M,d,gain
Sinorhizobium_meliloti,0.132615,OG0004991,M,a,loss
Sinorhizobium_M4_45,0.0822811,OG0004991,F,a,loss
Mesorhizobium_temperatum,0.07124,OG0004991,M,e,loss
Mesorhizobium_oceanicum,0.115227,OG0004991,F,e,loss
Mesorhizobium_temperatum,0.0103845,OG0004992,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0004992,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0004992,F,a,loss
Microvirga_subterranea,1e-4,OG0004992,F,d,gain
Microvirga_vignae,0.0309954,OG0004992,M,d,gain
Microvirga_subterranea,0.0528461,OG0004993,F,d,gain
Mesorhizobium_temperatum,0.00238894,OG0004993,M,e,loss
Paraburkholderia_caribensis,0.059871,OG0004993,F,h,gain
Paraburkholderia_diazotrophica,0.066257,OG0004993,M,h,gain
Microvirga_vignae,0.0310366,OG0004993,M,d,gain
Microvirga_vignae,0.00137661,OG0004994,M,d,gain
Microvirga_subterranea,9.55069e-4,OG0004994,F,d,gain
Sinorhizobium_meliloti,0.171216,OG0004994,M,a,loss
Sinorhizobium_M4_45,0.0955253,OG0004994,F,a,loss
Mesorhizobium_oceanicum,0.00185389,OG0004994,F,e,loss
Microvirga_vignae,0.0214993,OG0004995,M,d,gain
Microvirga_subterranea,0.0592325,OG0004995,F,d,gain
Sinorhizobium_meliloti,1e-4,OG0004995,M,a,loss
Sinorhizobium_M4_45,999,OG0004995,F,a,loss
Mesorhizobium_temperatum,0.161674,OG0004995,M,e,loss
Sinorhizobium_M4_45,1e-4,OG0004999,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0004999,M,a,loss
Mesorhizobium_temperatum,0.0761251,OG0004999,M,e,loss
Microvirga_subterranea,0.0327812,OG0004999,F,d,gain
Microvirga_vignae,0.00241067,OG0004999,M,d,gain
Microvirga_vignae,0.13344,OG0005000,M,d,gain
Mesorhizobium_temperatum,0.0924843,OG0005000,M,e,loss
Cupriavidus_taiwanensis,1e-4,OG0005000,M,g,gain
Cupriavidus_alkaliphilus,1e-4,OG0005000,F,g,gain
Bradyrhizobium_icense,0.104576,OG0005000,M,b,loss
Cupriavidus_alkaliphilus,2.57119,OG0005003,F,g,gain
Cupriavidus_taiwanensis,0.0149583,OG0005003,M,g,gain
Paraburkholderia_caribensis,60.4019,OG0005003,F,h,gain
Paraburkholderia_diazotrophica,9.51898e-4,OG0005003,M,h,gain
Rhizobium_tubonense,0.003794,OG0005003,F,f,loss
Cupriavidus_taiwanensis,1e-4,OG0005006,M,g,gain
Cupriavidus_alkaliphilus,0.435555,OG0005006,F,g,gain
Paraburkholderia_caribensis,0.0263552,OG0005006,F,h,gain
Paraburkholderia_diazotrophica,0.0459877,OG0005006,M,h,gain
Bradyrhizobium_icense,0.00748339,OG0005006,M,b,loss
Cupriavidus_alkaliphilus,0.0138995,OG0005007,F,g,gain
Cupriavidus_taiwanensis,182.332,OG0005007,M,g,gain
Paraburkholderia_caribensis,0.0995482,OG0005007,F,h,gain
Paraburkholderia_diazotrophica,0.0706095,OG0005007,M,h,gain
Bradyrhizobium_icense,0.117049,OG0005007,M,b,loss
Cupriavidus_alkaliphilus,481.953,OG0005009,F,g,gain
Cupriavidus_taiwanensis,0.0137111,OG0005009,M,g,gain
Paraburkholderia_caribensis,999,OG0005009,F,h,gain
Paraburkholderia_diazotrophica,1e-4,OG0005009,M,h,gain
Bradyrhizobium_icense,0.00422319,OG0005009,M,b,loss
Paraburkholderia_diazotrophica,999,OG0005020,M,h,gain
Cupriavidus_alkaliphilus,51.8255,OG0005020,F,g,gain
Cupriavidus_taiwanensis,0.026678,OG0005020,M,g,gain
Paraburkholderia_caribensis,42.6785,OG0005020,F,h,gain
Bradyrhizobium_icense,0.0100884,OG0005020,M,b,loss
Paraburkholderia_diazotrophica,1e-4,OG0005023,M,h,gain
Paraburkholderia_caribensis,0.116424,OG0005023,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0005023,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0005023,M,g,gain
Bradyrhizobium_icense,0.00549126,OG0005023,M,b,loss
Paraburkholderia_diazotrophica,0.0352548,OG0005024,M,h,gain
Mesorhizobium_oceanicum,0.00435859,OG0005024,F,e,loss
Rhizobium_tubonense,0.00622804,OG0005024,F,f,loss
Cupriavidus_alkaliphilus,0.00207746,OG0005024,F,g,gain
Paraburkholderia_caribensis,999,OG0005024,F,h,gain
Paraburkholderia_diazotrophica,6.50796e-4,OG0005029,M,h,gain
Rhizobium_gallicum,0.0053426,OG0005029,M,f,loss
Bradyrhizobium_icense,0.00620488,OG0005029,M,b,loss
Microvirga_subterranea,0.00123637,OG0005029,F,d,gain
Paraburkholderia_caribensis,0.00364663,OG0005029,F,h,gain
Paraburkholderia_diazotrophica,0.110863,OG0005030,M,h,gain
Mesorhizobium_temperatum,0.0331695,OG0005030,M,e,loss
Rhizobium_tubonense,0.0028999,OG0005030,F,f,loss
Bradyrhizobium_icense,0.00288936,OG0005030,M,b,loss
Paraburkholderia_caribensis,0.175314,OG0005030,F,h,gain
Paraburkholderia_diazotrophica,44.0835,OG0005033,M,h,gain
Paraburkholderia_caribensis,0.0303428,OG0005033,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0005033,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0005033,M,g,gain
Rhizobium_tubonense,0.0055322,OG0005033,F,f,loss
Sinorhizobium_M4_45,999,OG0005034,F,a,loss
Sinorhizobium_meliloti,0.629762,OG0005034,M,a,loss
Paraburkholderia_caribensis,0.118613,OG0005034,F,h,gain
Rhizobium_tubonense,0.0452255,OG0005034,F,f,loss
Rhizobium_gallicum,0.0303061,OG0005034,M,f,loss
Paraburkholderia_diazotrophica,0.0153769,OG0005041,M,h,gain
Paraburkholderia_caribensis,0.128597,OG0005041,F,h,gain
Cupriavidus_alkaliphilus,0.0138803,OG0005041,F,g,gain
Cupriavidus_taiwanensis,0.0317181,OG0005041,M,g,gain
Mesorhizobium_temperatum,0.00681707,OG0005041,M,e,loss
Paraburkholderia_diazotrophica,0.0508147,OG0005046,M,h,gain
Paraburkholderia_caribensis,0.0664729,OG0005046,F,h,gain
Cupriavidus_alkaliphilus,0.0147564,OG0005046,F,g,gain
Cupriavidus_taiwanensis,999,OG0005046,M,g,gain
Rhizobium_gallicum,0.135397,OG0005046,M,f,loss
Paraburkholderia_diazotrophica,0.164236,OG0005050,M,h,gain
Paraburkholderia_caribensis,0.035963,OG0005050,F,h,gain
Cupriavidus_alkaliphilus,0.00857367,OG0005050,F,g,gain
Cupriavidus_taiwanensis,23.6938,OG0005050,M,g,gain
Bradyrhizobium_icense,0.00647533,OG0005050,M,b,loss
Cupriavidus_taiwanensis,0.02609,OG0005052,M,g,gain
Cupriavidus_alkaliphilus,0.0241759,OG0005052,F,g,gain
Paraburkholderia_caribensis,0.0453743,OG0005052,F,h,gain
Paraburkholderia_diazotrophica,0.0315664,OG0005052,M,h,gain
Mesorhizobium_oceanicum,0.0526329,OG0005052,F,e,loss
Paraburkholderia_caribensis,0.0477183,OG0005055,F,h,gain
Paraburkholderia_diazotrophica,0.0987428,OG0005055,M,h,gain
Cupriavidus_alkaliphilus,0.050394,OG0005055,F,g,gain
Cupriavidus_taiwanensis,0.060181,OG0005055,M,g,gain
Rhizobium_tubonense,0.0394708,OG0005055,F,f,loss
Cupriavidus_alkaliphilus,0.0304723,OG0005060,F,g,gain
Cupriavidus_taiwanensis,999,OG0005060,M,g,gain
Paraburkholderia_caribensis,0.026874,OG0005060,F,h,gain
Paraburkholderia_diazotrophica,0.106327,OG0005060,M,h,gain
Mesorhizobium_temperatum,0.0278436,OG0005060,M,e,loss
Cupriavidus_alkaliphilus,0.00866381,OG0005061,F,g,gain
Cupriavidus_taiwanensis,999,OG0005061,M,g,gain
Mesorhizobium_temperatum,0.00322717,OG0005061,M,e,loss
Paraburkholderia_diazotrophica,1e-4,OG0005061,M,h,gain
Paraburkholderia_caribensis,0.0666744,OG0005061,F,h,gain
Cupriavidus_taiwanensis,0.0819773,OG0005062,M,g,gain
Cupriavidus_alkaliphilus,0.0769041,OG0005062,F,g,gain
Paraburkholderia_caribensis,999,OG0005062,F,h,gain
Paraburkholderia_diazotrophica,0.0312527,OG0005062,M,h,gain
Mesorhizobium_temperatum,0.0513546,OG0005062,M,e,loss
Paraburkholderia_diazotrophica,0.101471,OG0005064,M,h,gain
Paraburkholderia_caribensis,0.265116,OG0005064,F,h,gain
Cupriavidus_alkaliphilus,999,OG0005064,F,g,gain
Cupriavidus_taiwanensis,0.0346981,OG0005064,M,g,gain
Mesorhizobium_temperatum,0.249516,OG0005064,M,e,loss
Cupriavidus_alkaliphilus,1e-4,OG0005065,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0005065,M,g,gain
Paraburkholderia_caribensis,0.0425797,OG0005065,F,h,gain
Paraburkholderia_diazotrophica,2.53151,OG0005065,M,h,gain
Mesorhizobium_oceanicum,0.00644922,OG0005065,F,e,loss
Cupriavidus_alkaliphilus,30.5246,OG0005066,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0005066,M,g,gain
Paraburkholderia_caribensis,0.0208585,OG0005066,F,h,gain
Paraburkholderia_diazotrophica,0.0256106,OG0005066,M,h,gain
Mesorhizobium_oceanicum,0.0045906,OG0005066,F,e,loss
Cupriavidus_taiwanensis,0.033787,OG0005067,M,g,gain
Cupriavidus_alkaliphilus,999,OG0005067,F,g,gain
Paraburkholderia_caribensis,0.10869,OG0005067,F,h,gain
Paraburkholderia_diazotrophica,0.077545,OG0005067,M,h,gain
Bradyrhizobium_icense,0.649965,OG0005067,M,b,loss
Mesorhizobium_oceanicum,0.00289722,OG0005068,F,e,loss
Mesorhizobium_temperatum,0.0088158,OG0005068,M,e,loss
Rhizobium_tubonense,0.0109605,OG0005068,F,f,loss
Paraburkholderia_diazotrophica,0.170892,OG0005068,M,h,gain
Paraburkholderia_caribensis,0.0992351,OG0005068,F,h,gain
Paraburkholderia_diazotrophica,0.0688668,OG0005069,M,h,gain
Paraburkholderia_caribensis,0.122596,OG0005069,F,h,gain
Rhizobium_gallicum,0.127659,OG0005069,M,f,loss
Cupriavidus_taiwanensis,0.0503258,OG0005069,M,g,gain
Cupriavidus_alkaliphilus,0.0231781,OG0005069,F,g,gain
Paraburkholderia_diazotrophica,0.171482,OG0005070,M,h,gain
Paraburkholderia_caribensis,0.041138,OG0005070,F,h,gain
Cupriavidus_alkaliphilus,0.0541465,OG0005070,F,g,gain
Cupriavidus_taiwanensis,0.188032,OG0005070,M,g,gain
Mesorhizobium_oceanicum,0.263623,OG0005070,F,e,loss
Paraburkholderia_diazotrophica,0.0427805,OG0005075,M,h,gain
Paraburkholderia_caribensis,0.0451889,OG0005075,F,h,gain
Bradyrhizobium_icense,0.0054444,OG0005075,M,b,loss
Sinorhizobium_M4_45,20.4451,OG0005075,F,a,loss
Sinorhizobium_meliloti,0.0476479,OG0005075,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0005076,F,a,loss
Sinorhizobium_meliloti,0.0459246,OG0005076,M,a,loss
Mesorhizobium_temperatum,0.0690285,OG0005076,M,e,loss
Paraburkholderia_diazotrophica,0.0629951,OG0005076,M,h,gain
Paraburkholderia_caribensis,0.0797678,OG0005076,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0005078,F,g,gain
Cupriavidus_taiwanensis,0.0062765,OG0005078,M,g,gain
Paraburkholderia_caribensis,0.0577463,OG0005078,F,h,gain
Paraburkholderia_diazotrophica,0.0753728,OG0005078,M,h,gain
Bradyrhizobium_icense,0.0769735,OG0005078,M,b,loss
Rhizobium_gallicum,0.00275662,OG0005079,M,f,loss
Sinorhizobium_meliloti,75.8467,OG0005079,M,a,loss
Sinorhizobium_M4_45,0.0553691,OG0005079,F,a,loss
Cupriavidus_alkaliphilus,0.00491107,OG0005079,F,g,gain
Paraburkholderia_caribensis,0.00667887,OG0005079,F,h,gain
Paraburkholderia_diazotrophica,0.017277,OG0005082,M,h,gain
Paraburkholderia_caribensis,999,OG0005082,F,h,gain
Cupriavidus_alkaliphilus,0.0527715,OG0005082,F,g,gain
Cupriavidus_taiwanensis,0.141415,OG0005082,M,g,gain
Microvirga_subterranea,0.00659324,OG0005082,F,d,gain
Paraburkholderia_diazotrophica,0.0262087,OG0005084,M,h,gain
Rhizobium_gallicum,0.056922,OG0005084,M,f,loss
Rhizobium_tubonense,0.0410169,OG0005084,F,f,loss
Sinorhizobium_meliloti,0.002291,OG0005084,M,a,loss
Paraburkholderia_caribensis,94.4835,OG0005084,F,h,gain
Bradyrhizobium_icense,0.00692989,OG0005093,M,b,loss
Sinorhizobium_meliloti,47.3553,OG0005093,M,a,loss
Sinorhizobium_M4_45,0.0528914,OG0005093,F,a,loss
Paraburkholderia_diazotrophica,0.049837,OG0005093,M,h,gain
Paraburkholderia_caribensis,54.0741,OG0005093,F,h,gain
Sinorhizobium_meliloti,1e-4,OG0005099,M,a,loss
Sinorhizobium_M4_45,0.0483279,OG0005099,F,a,loss
Rhizobium_gallicum,0.00214345,OG0005099,M,f,loss
Paraburkholderia_caribensis,0.00946253,OG0005099,F,h,gain
Rhizobium_tubonense,0.0040036,OG0005099,F,f,loss
Rhizobium_gallicum,0.0303839,OG0005100,M,f,loss
Paraburkholderia_caribensis,0.00852762,OG0005100,F,h,gain
Sinorhizobium_meliloti,0.0516021,OG0005100,M,a,loss
Sinorhizobium_M4_45,329.388,OG0005100,F,a,loss
Rhizobium_tubonense,0.0469182,OG0005100,F,f,loss
Cupriavidus_taiwanensis,0.0910032,OG0005104,M,g,gain
Paraburkholderia_caribensis,0.0855613,OG0005104,F,h,gain
Paraburkholderia_diazotrophica,999,OG0005104,M,h,gain
Mesorhizobium_oceanicum,0.157117,OG0005104,F,e,loss
Cupriavidus_alkaliphilus,1e-4,OG0005104,F,g,gain
Paraburkholderia_diazotrophica,0.604816,OG0005106,M,h,gain
Paraburkholderia_caribensis,0.038725,OG0005106,F,h,gain
Cupriavidus_alkaliphilus,0.0520919,OG0005106,F,g,gain
Cupriavidus_taiwanensis,32.9699,OG0005106,M,g,gain
Mesorhizobium_oceanicum,0.00594467,OG0005106,F,e,loss
Cupriavidus_taiwanensis,1e-4,OG0005110,M,g,gain
Cupriavidus_alkaliphilus,224.542,OG0005110,F,g,gain
Mesorhizobium_oceanicum,0.00379641,OG0005110,F,e,loss
Sinorhizobium_meliloti,0.0218512,OG0005110,M,a,loss
Paraburkholderia_caribensis,0.00176521,OG0005110,F,h,gain
Cupriavidus_taiwanensis,0.358322,OG0005111,M,g,gain
Cupriavidus_alkaliphilus,0.053176,OG0005111,F,g,gain
Paraburkholderia_caribensis,0.157719,OG0005111,F,h,gain
Sinorhizobium_meliloti,0.00379731,OG0005111,M,a,loss
Mesorhizobium_oceanicum,0.179789,OG0005111,F,e,loss
Paraburkholderia_diazotrophica,0.283544,OG0005112,M,h,gain
Cupriavidus_alkaliphilus,0.0381757,OG0005112,F,g,gain
Cupriavidus_taiwanensis,0.024109,OG0005112,M,g,gain
Bradyrhizobium_icense,0.0607462,OG0005112,M,b,loss
Paraburkholderia_caribensis,0.0279308,OG0005112,F,h,gain
Sinorhizobium_M4_45,1e-4,OG0005114,F,a,loss
Rhizobium_tubonense,0.00511268,OG0005114,F,f,loss
Paraburkholderia_caribensis,0.00554953,OG0005114,F,h,gain
Mesorhizobium_temperatum,0.0657486,OG0005114,M,e,loss
Sinorhizobium_meliloti,999,OG0005114,M,a,loss
Cupriavidus_taiwanensis,999,OG0005118,M,g,gain
Paraburkholderia_caribensis,0.106367,OG0005118,F,h,gain
Paraburkholderia_diazotrophica,0.128671,OG0005118,M,h,gain
Mesorhizobium_oceanicum,0.23339,OG0005118,F,e,loss
Cupriavidus_alkaliphilus,0.04339,OG0005118,F,g,gain
Microvirga_subterranea,0.0675385,OG0005126,F,d,gain
Mesorhizobium_temperatum,0.0012292,OG0005126,M,e,loss
Paraburkholderia_caribensis,0.0784795,OG0005126,F,h,gain
Paraburkholderia_diazotrophica,0.0651286,OG0005126,M,h,gain
Rhizobium_tubonense,0.0293444,OG0005126,F,f,loss
Mesorhizobium_temperatum,0.00223961,OG0005129,M,e,loss
Paraburkholderia_caribensis,0.00708424,OG0005129,F,h,gain
Cupriavidus_alkaliphilus,0.0092623,OG0005129,F,g,gain
Cupriavidus_taiwanensis,14.0242,OG0005129,M,g,gain
Paraburkholderia_diazotrophica,0.00374315,OG0005129,M,h,gain
Paraburkholderia_caribensis,0.176215,OG0005130,F,h,gain
Cupriavidus_taiwanensis,0.034837,OG0005130,M,g,gain
Cupriavidus_alkaliphilus,0.065073,OG0005130,F,g,gain
Paraburkholderia_diazotrophica,0.176376,OG0005130,M,h,gain
Mesorhizobium_temperatum,0.126924,OG0005130,M,e,loss
Mesorhizobium_temperatum,0.00119092,OG0005131,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0005131,M,a,loss
Sinorhizobium_M4_45,0.0302293,OG0005131,F,a,loss
Paraburkholderia_diazotrophica,999,OG0005131,M,h,gain
Paraburkholderia_caribensis,0.0833579,OG0005131,F,h,gain
Bradyrhizobium_icense,0.00210817,OG0005137,M,b,loss
Rhizobium_gallicum,0.0475068,OG0005137,M,f,loss
Mesorhizobium_temperatum,999,OG0005137,M,e,loss
Sinorhizobium_M4_45,0.140734,OG0005137,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0005137,M,a,loss
Microvirga_subterranea,0.00204667,OG0005138,F,d,gain
Mesorhizobium_oceanicum,0.00603642,OG0005138,F,e,loss
Rhizobium_gallicum,0.00556056,OG0005138,M,f,loss
Paraburkholderia_diazotrophica,0.00212685,OG0005138,M,h,gain
Bradyrhizobium_icense,0.00206464,OG0005138,M,b,loss
Sinorhizobium_M4_45,0.0649455,OG0005139,F,a,loss
Sinorhizobium_meliloti,65.9742,OG0005139,M,a,loss
Bradyrhizobium_icense,0.00111945,OG0005139,M,b,loss
Cupriavidus_taiwanensis,609.896,OG0005139,M,g,gain
Cupriavidus_alkaliphilus,0.0580702,OG0005139,F,g,gain
Mesorhizobium_temperatum,0.0880284,OG0005140,M,e,loss
Rhizobium_gallicum,0.0633087,OG0005140,M,f,loss
Sinorhizobium_meliloti,0.105897,OG0005140,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0005140,F,a,loss
Bradyrhizobium_icense,0.00500128,OG0005140,M,b,loss
Rhizobium_gallicum,0.192576,OG0005141,M,f,loss
Mesorhizobium_temperatum,0.167924,OG0005141,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0005141,M,a,loss
Sinorhizobium_M4_45,0.280322,OG0005141,F,a,loss
Bradyrhizobium_icense,0.141201,OG0005141,M,b,loss
Mesorhizobium_temperatum,0.137692,OG0005142,M,e,loss
Rhizobium_gallicum,0.0910461,OG0005142,M,f,loss
Sinorhizobium_meliloti,0.212134,OG0005142,M,a,loss
Sinorhizobium_M4_45,0.0594516,OG0005142,F,a,loss
Bradyrhizobium_icense,0.00545048,OG0005142,M,b,loss
Bradyrhizobium_icense,0.00695693,OG0005144,M,b,loss
Cupriavidus_taiwanensis,0.0108047,OG0005144,M,g,gain
Microvirga_subterranea,0.290016,OG0005144,F,d,gain
Paraburkholderia_diazotrophica,0.356523,OG0005144,M,h,gain
Sinorhizobium_M4_45,0.0052896,OG0005144,F,a,loss
Sinorhizobium_M4_45,0.0363819,OG0005149,F,a,loss
Sinorhizobium_meliloti,999,OG0005149,M,a,loss
Bradyrhizobium_icense,0.101634,OG0005149,M,b,loss
Cupriavidus_taiwanensis,0.100004,OG0005149,M,g,gain
Cupriavidus_alkaliphilus,0.106278,OG0005149,F,g,gain
Bradyrhizobium_icense,0.0025944,OG0005150,M,b,loss
Sinorhizobium_M4_45,1e-4,OG0005150,F,a,loss
Sinorhizobium_meliloti,19.8355,OG0005150,M,a,loss
Cupriavidus_taiwanensis,112.217,OG0005150,M,g,gain
Cupriavidus_alkaliphilus,0.0357121,OG0005150,F,g,gain
Sinorhizobium_M4_45,999,OG0005151,F,a,loss
Sinorhizobium_meliloti,0.0374549,OG0005151,M,a,loss
Bradyrhizobium_icense,0.0506387,OG0005151,M,b,loss
Cupriavidus_taiwanensis,999,OG0005151,M,g,gain
Cupriavidus_alkaliphilus,0.0178826,OG0005151,F,g,gain
Rhizobium_gallicum,0.00105732,OG0005152,M,f,loss
Mesorhizobium_temperatum,0.00698696,OG0005152,M,e,loss
Cupriavidus_alkaliphilus,28.3128,OG0005152,F,g,gain
Cupriavidus_taiwanensis,0.0785891,OG0005152,M,g,gain
Bradyrhizobium_icense,0.00209702,OG0005152,M,b,loss
Bradyrhizobium_icense,0.119044,OG0005153,M,b,loss
Rhizobium_gallicum,0.0804674,OG0005153,M,f,loss
Mesorhizobium_temperatum,0.115711,OG0005153,M,e,loss
Cupriavidus_taiwanensis,0.00824945,OG0005153,M,g,gain
Cupriavidus_alkaliphilus,999,OG0005153,F,g,gain
Mesorhizobium_temperatum,0.00231306,OG0005154,M,e,loss
Paraburkholderia_diazotrophica,0.0230399,OG0005154,M,h,gain
Cupriavidus_alkaliphilus,999,OG0005154,F,g,gain
Cupriavidus_taiwanensis,0.062676,OG0005154,M,g,gain
Bradyrhizobium_icense,0.0105317,OG0005154,M,b,loss
Bradyrhizobium_icense,1e-4,OG0005155,M,b,loss
Sinorhizobium_M4_45,0.237223,OG0005155,F,a,loss
Mesorhizobium_temperatum,12.4366,OG0005155,M,e,loss
Rhizobium_gallicum,1e-4,OG0005155,M,f,loss
Paraburkholderia_diazotrophica,0.0104932,OG0005155,M,h,gain
Rhizobium_tubonense,0.0025876,OG0005157,F,f,loss
Sinorhizobium_meliloti,0.00635474,OG0005157,M,a,loss
Mesorhizobium_temperatum,0.115396,OG0005157,M,e,loss
Rhizobium_gallicum,0.00315945,OG0005157,M,f,loss
Bradyrhizobium_icense,0.0466662,OG0005157,M,b,loss
Mesorhizobium_oceanicum,0.0164907,OG0005160,F,e,loss
Mesorhizobium_temperatum,0.00254161,OG0005160,M,e,loss
Sinorhizobium_meliloti,0.0378684,OG0005160,M,a,loss
Sinorhizobium_M4_45,745.079,OG0005160,F,a,loss
Bradyrhizobium_icense,0.00432088,OG0005160,M,b,loss
Bradyrhizobium_icense,0.0403924,OG0005161,M,b,loss
Rhizobium_gallicum,0.00224645,OG0005161,M,f,loss
Sinorhizobium_meliloti,1.08968,OG0005161,M,a,loss
Sinorhizobium_M4_45,1.10311,OG0005161,F,a,loss
Mesorhizobium_temperatum,0.142696,OG0005161,M,e,loss
Mesorhizobium_oceanicum,8.82073e-4,OG0005162,F,e,loss
Mesorhizobium_temperatum,0.00124802,OG0005162,M,e,loss
Rhizobium_gallicum,0.00214434,OG0005162,M,f,loss
Rhizobium_tubonense,0.00495591,OG0005162,F,f,loss
Bradyrhizobium_icense,0.0874226,OG0005162,M,b,loss
Mesorhizobium_temperatum,0.0493708,OG0005163,M,e,loss
Bradyrhizobium_icense,0.00490815,OG0005163,M,b,loss
Sinorhizobium_meliloti,0.334019,OG0005163,M,a,loss
Sinorhizobium_M4_45,999,OG0005163,F,a,loss
Rhizobium_gallicum,0.0551175,OG0005163,M,f,loss
Bradyrhizobium_icense,0.00163702,OG0005165,M,b,loss
Sinorhizobium_M4_45,1e-4,OG0005165,F,a,loss
Sinorhizobium_meliloti,66.6472,OG0005165,M,a,loss
Cupriavidus_taiwanensis,0.0487741,OG0005165,M,g,gain
Cupriavidus_alkaliphilus,0.870432,OG0005165,F,g,gain
Cupriavidus_taiwanensis,0.115944,OG0005166,M,g,gain
Cupriavidus_alkaliphilus,95.3907,OG0005166,F,g,gain
Mesorhizobium_temperatum,0.00131304,OG0005166,M,e,loss
Paraburkholderia_diazotrophica,0.00424533,OG0005166,M,h,gain
Bradyrhizobium_icense,0.00489671,OG0005166,M,b,loss
Sinorhizobium_M4_45,0.0890233,OG0005167,F,a,loss
Sinorhizobium_meliloti,999,OG0005167,M,a,loss
Rhizobium_gallicum,0.414992,OG0005167,M,f,loss
Mesorhizobium_temperatum,0.0632832,OG0005167,M,e,loss
Bradyrhizobium_icense,0.171251,OG0005167,M,b,loss
Cupriavidus_taiwanensis,0.0334553,OG0005168,M,g,gain
Cupriavidus_alkaliphilus,0.00832862,OG0005168,F,g,gain
Paraburkholderia_diazotrophica,0.0152577,OG0005168,M,h,gain
Rhizobium_tubonense,0.157342,OG0005168,F,f,loss
Bradyrhizobium_icense,0.0731251,OG0005168,M,b,loss
Rhizobium_gallicum,0.0245964,OG0005169,M,f,loss
Sinorhizobium_meliloti,0.115205,OG0005169,M,a,loss
Sinorhizobium_M4_45,30.6672,OG0005169,F,a,loss
Mesorhizobium_temperatum,0.178193,OG0005169,M,e,loss
Bradyrhizobium_icense,0.21724,OG0005169,M,b,loss
Paraburkholderia_diazotrophica,0.18507,OG0005170,M,h,gain
Cupriavidus_alkaliphilus,0.0553927,OG0005170,F,g,gain
Cupriavidus_taiwanensis,999,OG0005170,M,g,gain
Bradyrhizobium_icense,0.243404,OG0005170,M,b,loss
Rhizobium_gallicum,0.00583797,OG0005170,M,f,loss
Bradyrhizobium_icense,0.00262372,OG0005171,M,b,loss
Rhizobium_gallicum,0.0469,OG0005171,M,f,loss
Rhizobium_tubonense,0.0436747,OG0005171,F,f,loss
Sinorhizobium_meliloti,0.0644233,OG0005171,M,a,loss
Mesorhizobium_oceanicum,0.00956058,OG0005171,F,e,loss
Sinorhizobium_meliloti,0.0774805,OG0005173,M,a,loss
Rhizobium_gallicum,0.00154375,OG0005173,M,f,loss
Mesorhizobium_temperatum,0.00171585,OG0005173,M,e,loss
Bradyrhizobium_icense,0.00732124,OG0005173,M,b,loss
Rhizobium_tubonense,0.0552995,OG0005173,F,f,loss
Sinorhizobium_M4_45,0.212361,OG0005174,F,a,loss
